source_dataset,source_split,source_row_id,text,anger,disgust,fear,joy,sadness,surprise,emonoba_disgust_assumption,f5_eligible,original_love,original_class,original_contempt,original_enjoyment,domain,topic,sample_id,processed_text
EmoNoBa,Train,354,সাকিব লিজেন্ড প্লেয়ার ফর ইন দা ওয়ার্ল্ড ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Sports,EMO-354-be623314,সাকিব লিজেন্ড প্লেয়ার ফর ইন দা ওয়ার্ল্ড
EmoNoBa,Train,357,তেলে মাথায় সবাই তেল দেয়! ,1,0,0,0,1,0,True,True,0.0,,,,Youtube,Personal,EMO-357-44034bf0,তেলে মাথায় সবাই তেল দেয়!
EmoNoBa,Train,359,কীভাবে কী বলে সান্তনা দিবো বুঝতে পারলাম না। কখনো ফোন করতে না করে ফোন রেখে দিলে ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Personal,EMO-359-c9b1bbfe,কীভাবে কী বলে সান্তনা দিবো বুঝতে পারলাম না। কখনো ফোন করতে না করে ফোন রেখে দিলে
EmoNoBa,Train,360,প্রথম থেকেই ভালো লাগতে শুরু করলো......দেখা যাক--- ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Entertainment,EMO-360-8b5b952f,প্রথম থেকেই ভালো লাগতে শুরু করলো..দেখা যাক--
EmoNoBa,Train,365,অনেক সুন্দর ভিডিও। ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Travel,EMO-365-f8549344,অনেক সুন্দর ভিডিও।
EmoNoBa,Train,369,মা গো সুদীপাতো ব্যবসার নামে ডাকাতি শুরু করে দিলো!!! ,0,0,1,0,1,0,True,True,0.0,,,,Youtube,Food,EMO-369-0c4873f2,মা গো সুদীপাতো ব্যবসার নামে ডাকাতি শুরু করে দিলো!!
EmoNoBa,Train,373,"যাও আসছিলাম নাটক দেখতে সাফা কবির রে দেইখা মুড ই খারাপ হয়া গেছে,আর নাটক ই দেখব না ",0,0,0,0,1,0,True,True,0.0,,,,Youtube,Entertainment,EMO-373-ce044d8a,"যাও আসছিলাম নাটক দেখতে সাফা কবির রে দেইখা মুড ই খারাপ হয়া গেছে,আর নাটক ই দেখব না"
EmoNoBa,Train,378,থেকে থেকে বয় । সিগ্ধ সকাল - নরম আমেজ । ডালে ডালে পাখির উৎসব । পাতার পাতার ফাঁকে ফাঁকে পাখির লুকোচুরি খেলা । অবিরাম কুহু কুহু ,0,0,0,1,0,0,True,True,0.0,,,,Facebook,Personal,EMO-378-0fb0424e,থেকে থেকে বয় । সিগ্ধ সকাল - নরম আমেজ । ডালে ডালে পাখির উৎসব । পাতার পাতার ফাঁকে ফাঁকে পাখির লুকোচুরি খেলা । অবিরাম কুহু কুহু
EmoNoBa,Train,381,মাগির পোলারে পুটকি দিয়ে লাল শিক গরমকরে দেয়া হোক😬😬😬😬😬😬😬😬😬 ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics,EMO-381-7d217c59,মাগির পোলারে পুটকি দিয়ে লাল শিক গরমকরে দেয়া হোক
EmoNoBa,Train,386,হতে পারে অবহেলিতের দেশ ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Education,EMO-386-c63c71a0,হতে পারে অবহেলিতের দেশ
EmoNoBa,Train,394,আমার মত সোম্য সরকারে পাগলা বক্তদের দেখতে চাই সারা দাও সোম্য সরকারের পাগলা বক্তরা..../ ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Sports,EMO-394-6bd5048a,আমার মত সোম্য সরকারে পাগলা বক্তদের দেখতে চাই সারা দাও সোম্য সরকারের পাগলা বক্তরা..
EmoNoBa,Train,401,ঐ কালা মোটার বাচ্চা কয় প্রমাণ আছে? চুরায় করে ভোট নেও না? ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics,EMO-401-0c35295b,ঐ কালা মোটার বাচ্চা কয় প্রমাণ আছে? চুরায় করে ভোট নেও না?
EmoNoBa,Train,405,বেশ্যার ছেলেদের পরিবার কে।এসব খাওয়ানো।হউক ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics,EMO-405-610acb24,বেশ্যার ছেলেদের পরিবার কে।এসব খাওয়ানো।হউক
EmoNoBa,Train,412,এইসব গান যারা বানায় আর যারা এতে অভিনয় করে আর যারা এগুলো কে সাপোর্ট করে এদেরকে বেশ্যার আর বিশ্বাস দালাল ছাড়া আর কিছুই বলা যায় না ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics,EMO-412-136a3917,এইসব গান যারা বানায় আর যারা এতে অভিনয় করে আর যারা এগুলো কে সাপোর্ট করে এদেরকে বেশ্যার আর বিশ্বাস দালাল ছাড়া আর কিছুই বলা যায় না
EmoNoBa,Train,418,"ভাইরে আমি তোর পাগলা ফ্যান। সমস্যা হচ্ছে কি দেখা করার হচ্ছা আছে,,,আর যদি কাজ করার সুযোগ পায় তাহলে তো ধন্য হয়ে যাবো😚 ",0,0,0,1,0,0,True,True,1.0,,,,Youtube,Personal,EMO-418-4d72d2d2,"ভাইরে আমি তোর পাগলা ফ্যান। সমস্যা হচ্ছে কি দেখা করার হচ্ছা আছে,,আর যদি কাজ করার সুযোগ পায় তাহলে তো ধন্য হয়ে যাবো"
EmoNoBa,Train,424,"আওয়ামীপন্থী আইনজীবীদের চরম ভরাডুবি"" ",1,0,0,0,0,0,True,True,0.0,,,,Facebook,Politics,EMO-424-94988267,"আওয়ামীপন্থী আইনজীবীদের চরম ভরাডুবি"""
EmoNoBa,Train,428,বীর মুক্তিযোদ্ধা মরহুম শাহ্জাহান আলী চাচার আজ মৃত্যু বার্ষিকী। ,1,0,0,0,0,0,True,True,0.0,,,,Twitter,Politics,EMO-428-6056ba7b,বীর মুক্তিযোদ্ধা মরহুম শাহজাহান আলী চাচার আজ মৃত্যু বার্ষিকী।
EmoNoBa,Train,429,নাইছ ভিডিয়ো বা গুট ভিতিয়ো ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Business,EMO-429-c182e292,নাইছ ভিডিয়ো বা গুট ভিতিয়ো
EmoNoBa,Train,431,আজকের রায় ভারতের বিচার বিভাগের স্বাধীনতার ওপরই প্রশ্নবোধক চিহ্ন এঁকে দিল। দীর্ঘদিন ধরেই বলা হচ্ছিল ভারতের প্রধানমন্ত্রী নরেন্দ্র মোদি একজন কর্তৃত্বপরায়ন ,1,0,0,0,1,0,True,True,0.0,,,,Facebook,Politics,EMO-431-9ed17c88,আজকের রায় ভারতের বিচার বিভাগের স্বাধীনতার ওপরই প্রশ্নবোধক চিহ্ন এঁকে দিল। দীর্ঘদিন ধরেই বলা হচ্ছিল ভারতের প্রধানমন্ত্রী নরেন্দ্র মোদি একজন কর্তৃত্বপরায়ন
EmoNoBa,Train,433,আপনারা কি খেয়াল করছেন? তানজিন তিশার চানগ্লাস এ পিছনের শুটিং দেখা যায় .........।যারা যারা খেয়াল করেছেন তারা লাইক দিন ,0,0,0,1,0,0,True,True,0.0,,,,Youtube,Entertainment,EMO-433-d2810d3a,আপনারা কি খেয়াল করছেন? তানজিন তিশার চানগ্লাস এ পিছনের শুটিং দেখা যায় ..।যারা যারা খেয়াল করেছেন তারা লাইক দিন
EmoNoBa,Train,435,এভাবে রোস্ট করলে মিডিয়াতে আর কোন মানুষ বাকি থাকবে না। যাই হোক আয়মান সাদিককে রোস্ট করার মত তেমন কোন ইনফরমেশন ছিল না। এই রোস্ট করার কোন প্রয়োজন ছিল বলে আমি মনে করি না। ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Education,EMO-435-d6bf6b43,এভাবে রোস্ট করলে মিডিয়াতে আর কোন মানুষ বাকি থাকবে না। যাই হোক আয়মান সাদিককে রোস্ট করার মত তেমন কোন ইনফরমেশন ছিল না। এই রোস্ট করার কোন প্রয়োজন ছিল বলে আমি মনে করি না।
EmoNoBa,Train,438,টাকা খাওয়ার নতুন ধান্দা ,0,0,0,0,1,0,True,True,0.0,,,,Youtube,Politics,EMO-438-51269c1b,টাকা খাওয়ার নতুন ধান্দা
EmoNoBa,Train,439,ভাইটা নাটকটা ভালো হয়েছে।বর্তমানের সাথে খুবই মিল।নতুনদের কেউ সুযোগ দেয়া হচ্ছে।আরো এমন আশা করি।এমন নাটক আশা করি। ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Entertainment,EMO-439-9138a6c3,ভাইটা নাটকটা ভালো হয়েছে।বর্তমানের সাথে খুবই মিল।নতুনদের কেউ সুযোগ দেয়া হচ্ছে।আরো এমন আশা করি।এমন নাটক আশা করি।
EmoNoBa,Train,451,জুনিয়র সাকিবের থ্রু টা ভাল্লাগছে💪🇧🇩 ,0,0,0,1,0,0,True,True,1.0,,,,Youtube,Sports,EMO-451-8742152e,জুনিয়র সাকিবের থ্রু টা ভাল্লাগছে
EmoNoBa,Train,457,আমেরিকার সর্বকালের সেরা প্রেসিডেন্ট। তিনি জানতেন পরাজয় ,1,0,0,0,0,0,True,True,1.0,,,,Facebook,Personal,EMO-457-e491a059,আমেরিকার সর্বকালের সেরা প্রেসিডেন্ট। তিনি জানতেন পরাজয়
EmoNoBa,Train,464,আপনার কোন বন্ধু হয়তো মডেলদের মতো দেখতে। সেইরকম হ্যান্ডসাম। অথবা আপনার ঘনিষ্ট কোন বান্ধবী দেখতে অপরূপা সুন্দরী। আপনি তাদের মতো সুন্দর নন। এরকম হাজারো অভিযোগ ,1,0,0,0,0,0,True,True,0.0,,,,Facebook,Education,EMO-464-e2bc66bf,আপনার কোন বন্ধু হয়তো মডেলদের মতো দেখতে। সেইরকম হ্যান্ডসাম। অথবা আপনার ঘনিষ্ট কোন বান্ধবী দেখতে অপরূপা সুন্দরী। আপনি তাদের মতো সুন্দর নন। এরকম হাজারো অভিযোগ
