,comment,anger,contempt,disgust,enjoyment,fear,sadness,surprise
279,আপনাদের কউতুক অভিনয় আমরা ভালোই উপভোগ করি,0,1,0,0,0,0,0
280,"ফখরুল সাহেব টাকা,তারেক জিয়া ইটের খোয়া আর রুহুল কবির রিজভী সাহেব মদত দিছে ছাত্র ব্যাবসায়ীদের। কি আজব দেশ? মারামারি করে একদল মামলা হয় অন্যদের বিরুদ্ধে যারা ঘটনা সম্পর্কে কিছু জানে না।",0,1,1,0,0,0,0
281,ছিঃ ছিঃ ছিঃ,0,0,1,0,0,0,0
282,এটাই সাইন্স,0,1,0,0,0,0,0
283,"জয় বাংলা, বলুন সবাই",0,1,0,0,0,0,0
284,এখানে বি এন পি জামাত ও হেফাজত জড়িত আছে। বাণীতে নাম কমু না,0,1,0,0,0,0,0
285,রচনা যে বিষয়ের উপর আসুক না কেন ঘুরে ফিরে কুমির আসবেই,0,1,0,0,0,0,0
286,"২ নাম্বার আসামি সালাউদ্দিন কাদের চৌউদুরির নাম ও আসতে পারে,অপেক্ষায় রইলাম",0,1,0,0,0,0,0
287,জামাত শি‌বির কি দোষ করল? ও‌দের নাম ও হান্দাইয়া দেন ।,1,1,0,0,0,0,0
288,"জাতি আজ ধন্য, পুলিশের সাহসি ভূমিকার জন্য।",0,1,0,0,0,0,0
291,"চমৎকার মন্তব্য!
শুধু এইসবই না নানা কারণে আওয়ামিলীগ এর প্রতি আওয়ামিলীগ এর সমথর্নকারিরাই বিরক্ত।",0,0,1,0,0,0,0
293,চিচিংফাঁক....,0,1,0,0,0,0,0
294,সব বিএনপি জামায়াতের দোষ,1,1,0,0,0,0,0
295,এইতো এখন ঠিক আছে,0,1,0,1,0,0,0
296,"হায়রে আওয়ামী লীগ মন এত নিচু সব করছে ছাএ লীগ, হেলমেট লীগ, ছি ছি,",0,0,1,0,0,0,0
297,"এখানে খালেদা জিয়ার ও হাত থাকতে পারে,তারেক রহমানের ইন্ধন আছে কিনা খতিয়ে দেখা দরকার... কাউয়া কাদের",0,1,0,0,0,0,0
298,এইসব কারণে উন্নয়ন সত্যেও গ্রহণযোগ্যতাা হারায় সরকার।।,0,0,1,0,0,0,0
299,"খেলা চলছে চলবে, ইনিংস পরিবর্তন এর অপেক্ষায়।পই পই করে হিসাব আদায় করা হবে",0,1,0,0,0,0,0
300,এ জন্যেই যতক্ষণ না পর্যন্ত সংঘর্ষের মধ্যে বিএনপির থাকান গন্ধ না পাইছে ততক্ষণ পর্যন্ত পুলিশ কোনো একশনে যাইনি।,0,1,0,0,0,0,0
301,পুলিশের কি ট্যালেন্ট ঘটনা স্থলে না গিয়ে ও তারা আসামি চিহ্নিত করতে পারে,0,1,0,0,0,0,0
304,এমনটাই হবে এটা জানা কথা!!,0,1,0,0,0,0,0
305,মির্জা ফখরুল ইসলাম আলমগীর সাহেব কে ০১ নং আসামি করলে ভালো হতো.....,0,1,0,0,0,0,0
306,দেশবাসী আগে থেকে জানে কে হবে ১ নাম্বার আসামি,0,1,0,0,0,0,0
308,"গু এন্দা রা এত দ্রুত তথ্য পেয়ে গেল?
সাবাস!",0,1,0,0,0,0,0
309,"অনেক দেরি হয়ে গেছে, মাশাল্লাহ খুশির খবর।",0,1,0,1,0,0,0
310,সিনেমার পরে আবার নাটকের সুচনা হতে যাচ্ছে,0,1,0,0,0,0,0
311,নিউমার্কেটের এ ঘটনায় নাটকীয়ভাবে বিএনপিকে জড়িত করা হবে জাতি এটা দেখার অপেক্ষায় ছিলো।,0,1,0,0,0,0,0
312,বেহায়া সরকার!!,1,0,1,0,0,0,0
313,ইয়া মারহাবা!,0,1,0,0,0,0,0
314,"ফালতু রাজনীতির দেশ হলে যাহা হয়,,,,",1,0,1,0,0,0,0
315,"সকল জল্পনা কল্পনার অবসান ঘটিয়ে গোয়েন্দা বিভাগ প্রমান করলো, বিএনপি একটিভ আছে এবং সরকারের জন্য বড় রকমের হুমকি।",0,1,0,0,0,0,0
316,প্যারাসিটামল তিন বেলা,0,1,0,0,0,0,0
317,ওরে কমেডি,0,1,0,0,0,0,0
319,ডিম পাড়ে হাসে খায় বাগডাসে।,0,1,0,0,0,0,0
321,এইসব তামাশার কারণে প্রকৃত অপরাধীরা পার পেয়ে যাচ্ছে যার কারণে নিহতের পরিবার এখন বিচার চাই না!,0,0,1,0,0,0,0
323,ফাইজলামির ও সীমা থাকা উচিত!! বিএনপি নেতার নামে দিছেন। নূরুল হক নূরু কি দোষ করছে ওর নাম বাদ পড়ল কেন??,1,0,1,0,0,0,0
324,কপাল ভালো তারেক জিয়ার নাম দেয় নাই,0,1,0,0,0,0,0
325,"হিরক রাজার দেশ আমার।
এখানে যার হাতে ক্ষমতা সে তার ইচ্ছা মত সব কিছুকরতে পারে!!",0,1,0,0,0,0,0
326,"সত্যি বলতেছি এখন আর এই সব ঘটনা দেখে মুটেও অবাগ হইনা,,, এই সরকারের দারা সবি সম্ভব,,,,",0,1,0,0,0,0,0
328,মানুষ নাটক দেখতে দেখতে পুরনো হয়ে গেছে।,0,1,0,0,0,0,0
329,পাগলের প্রলাপ,0,1,0,0,0,0,0
330,এ জায়গায় ও রাজনৈতিক বিতর্ক প্রতিযোগিতা,0,1,0,0,0,0,0
331,ল্যাও ঠেলা,0,1,0,0,0,0,0
332,এই গাজাখুরি গল্প মেন্টাল রা বলে মেন্টাল রা লিখে।উপরে বসে থাকা এক দল মানুষ ভাবে দেশের জনগন অন্ধ আর নির্বোধ!,1,1,0,0,0,0,0
333,লে হালুয়া মত দোস ননদো ঘোষ,0,1,0,0,0,0,0
334,সিনেমা আর সিনেমা,0,1,0,0,0,0,0
337,মোর ঘুরিয়ে দিছে!,0,1,0,0,0,0,0
338,"এটা তো আগে থেকেই জানতাম...
এখন শুধু ঘোষণা টা দিলেন",0,1,1,0,0,0,0
339,"এই নিউজটাইইই দেখার জন্য মারামারির দিন থেকে ফোন হাতে নিয়ে বসে আছি।
যাই হোক আমাদের পুলিশদের তদন্ত ১০০% নির্ভুল। জয় বাংলা..,",0,1,0,0,0,0,0
340,এটার থেকে আজকের বিনোদন আর কি হতে পারে,0,1,0,0,0,0,0
341,সামনে ঈদ। ঈদের পরেই.......। অতএব ব্যাপারটা এমনই হবে।,0,1,0,0,0,0,0
342,বাংলাদেশের বিচার ব্যবস্থার মান কোথায় চলে গেছে ছি।,1,0,1,0,0,0,0
343,চলিতেছে সার্কাস,0,1,0,0,0,0,0
344,"নিউমার্কেটের ব্যাবসায়ীদের পক্ষ নিয়ে পুলিশ ছাত্রদের উপর গুলি চালালো।
এখন আবার ব্যাবসায়ীদের মধ্য বিএনপি কই যারা আছে তাদের আসামি করলো।
বাহ সুদির ভাই বাহ।",1,1,1,0,0,0,0
345,এই ছিলো তাইলে মনে?,0,1,0,0,0,0,0
347,"আশা করি এবার সঠিক বিচার পাবে উভয় পক্ষ
স্যালুট প্রশাসন",0,1,0,1,0,0,0
348,বাহ চুদির ভাই বাহ ধন্যবাদ পুলিশ কর্মকর্তাকে ধন্যবাদ সাংবাদিককে এত বড অনুসন্ধান করার কারণে,0,1,1,0,0,0,0
350,"তদন্ত ফদন্তের ঝক্কি ঝামেলা নেয়ার চেয়ে এটা সুন্দর উদ্যোগ, ঢাকা শহরের ছাত্রদলের ১০/২০ জনের নাম ও থাকলেই হবে ! এতে হাসু আপা খোশ প্রমোশন পাক্কা",0,1,0,0,0,0,0
352,"বিএনপির বিরুদ্ধে এ্যাকশন নেয়া খুব সহজ, কেউ প্রতিবাদ করবে না।",0,1,0,0,0,0,0
353,আল্লাহ আপনি ওদের হেদায়েত দান না করে ধংস করেদিন আমিন,1,0,1,0,0,0,0
